,0
0,-1197.424188785255
1,10053.781962190289
2,-3518.2547529924195
3,-995.3493969189003
4,3889.018304550322
5,583.704027319327
6,-1161.5769361720886
7,398.5166956540197
8,2812.0213784573134
9,-3161.8607678820845
10,12176.169025510084
11,-3657.9326611594297
12,7992.49749193131
13,-5431.892484067939
14,8413.685399550712
15,-11031.45119949663
16,3538.347152947914
17,-2032.411285739392
18,-324.0513704204932
19,406.45243203477
20,4403.847090507159
21,7041.067332617473
22,753.7772205106448
23,2465.2503347294405
24,5369.305155994836
25,1074.7375918847974
26,-8321.771066022338
27,-3915.074213416083
28,3184.0407979942393
29,-1467.3366644477937
30,-8414.435621792683
31,12260.554169286508
32,-7279.259999744361
33,4784.3939326887485
34,10039.450624638703
35,-4292.757560116239
36,1734.9622241444886
37,-1109.0373511568177
38,14274.363837429555
39,6776.376658533467
40,23557.50130041316
41,-11106.532255891012
42,13033.135267870035
43,-8380.45309762028
44,925.4579705207143
45,6495.9888008648995
46,9667.138698272873
47,-906.2991649615578
48,9364.305336298654
49,6943.483196754474
50,-2851.5174975446425
51,5383.577209368581
52,11821.346878656652
53,1524.0668564911466
54,1466.4814055357128
55,-589.1641664202325
56,1043.8633646564558
57,-534.1881844219752
58,499.3244758830406
59,2863.221561870072
60,-6992.290355059551
61,9843.399421758484
